Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/top-viewed,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/top-viewed,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/top-viewed,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/,Home,breadcrumb,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection,Collection,breadcrumb,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse,"StretchFit BlouseCotton, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse-1,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse-1,"StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/stretchfit-blouse-1,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/tangerine-noir-floral-border-weave,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/tangerine-noir-floral-border-weave,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/tangerine-noir-floral-border-weave,"Tangerine Noir Floral Border WeaveChiffon, unique₹5,299₹10,000The Ink Garden on Amber Ground",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/tangerine-noir-floral-border-weave,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/kempu-pachai-and-bandhani,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/kempu-pachai-and-bandhani,"Kempu Pachai & BandhaniSilk, unique₹3,299₹6,000Kempu Pachai and bandhani Sari",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/sleeveless-cerise-pink-stretchfit-blouse,View Sleeveless Cerise Pink StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/sleeveless-cerise-pink-stretchfit-blouse,"Sleeveless Cerise Pink StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/sleeveless-cerise-pink-stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/indigo-plum-tied-silk-saree,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/indigo-plum-tied-silk-saree,"Indigo & Plum Tied Silk SareeSilk, unique₹3,299₹5,000Where Indigo Meets Dusk",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/red-blue-madras-check-cotton,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection/red-blue-madras-check-cotton,"Red Blue Madras Check CottonCotton Silk, unique₹3,799₹6,000Checked Out of Madras, Into Memory",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,yes,,Rendered anchor; external targets were not fetched.
/our-story,/our-story,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/our-story,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/our-story,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/our-story,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/our-story,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/our-story,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/our-story,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/our-story,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/our-story,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/our-story,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/our-story,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/our-story,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/our-story,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/our-story,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/our-story,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/our-story,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/our-story,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
